,natl_id,Label,address,State,zipcode,cat1,cat2,cat3,url,Notes,lon,lat
138,138,Paulding Chamber of Commerce,"220 N Main St, Paulding, OH 45879, USA",OH,45879,No Tier,Other,Business Association,https://www.pauldingchamber.com/,,-84.5797504,41.1390368
139,139,Ottawa Chamber of Commerce,"129 N Ct St, Ottawa, OH 45875, USA",OH,45875,No Tier,Other,Business Association,https://www.ottawachamber.org/,,-84.04661,41.019523
140,140,Kalida Chamber of Commerce,"129 N Ct St, Ottawa, OH 45875, USA",OH,45875,No Tier,Other,Business Association,http://www.kalidaareachamber.com/,,-84.04661,41.019523
141,141,Leipsic Chamber of Commerce,"142 E Main St, Leipsic, OH 45856, USA",OH,45856,No Tier,Other,Business Association,http://www.leipsicchamber.com/,,-83.984813,41.0983908
142,142,Defiance Chamber of Commerce,"325 Clinton St, Defiance, OH 43512, USA",OH,43512,No Tier,Other,Business Association,http://www.defiancechamber.com/,,-84.3622701,41.2858508
143,143,Columbus Chamber of Commerce,"150 S Front St #220, Columbus, OH 43215, USA",OH,43215,No Tier,Other,Business Association,https://www.columbusgroveoh.com/,,-83.0011795,39.959058
144,144,Delphos Chamber of Commerce,"310 N Main St, Delphos, OH 45833, USA",OH,45833,No Tier,Other,Business Association,https://delphoschamber.com/,,-84.3395831,40.8453109
145,145,Van Wert Chamber of Commerce,"118 N Washington St, Van Wert, OH 45891, USA",OH,45891,No Tier,Other,Business Association,http://www.vanwertchamber.com/,,-84.5828429,40.8703609
146,146,New Haven Chamber of Commerce,"10, 900 Chapel St, New Haven, CT 06510, USA",IN,6510,No Tier,Other,Business Association,https://newhavenindiana.org/,,-72.9267169,41.306142
147,147,Kosciusko Economic Development Corporation,"537 S Buffalo St, Warsaw, IN 46580, USA",IN,46580,No Tier,Other,Business Association,http://www.kosciuskoedc.com/Index.cfm,,-85.8563158,41.2337274
148,148,Kosciusko Chamber of Commerce,"523 S Buffalo St, Warsaw, IN 46580, USA",IN,46580,No Tier,Other,Business Association,http://kremc.com/who-we-are/,,-85.8562478,41.2336042
149,149,"The Builders Association Kosciusko Fulton Counties, Inc.","523 S Buffalo St, Warsaw, IN 46580, USA",IN ,46580,No Tier,Other,Business Association,https://www.bakfc.com/,,-85.8561774,41.2337709
150,150,Marshall County Economic Development Corporation,"2864 Miller Dr, Plymouth, IN 46563, USA",IN,46563,No Tier,Other,Business Association,https://www.marshallcountyedc.org/,,-86.3459141,41.3595571
151,151,Powerful Solutions E-newsletter,,IN,NA,No Tier,Other,Economic Development,,,NA,NA
152,152,Cooperative Action Network,"601 E Brockway Ave Suite a & B, Morgantown, WV 26501, USA",IN,26501,No Tier,Program,Politcal Action,https://action.coop/,,-79.942606,39.623489
153,153,Benton Community School Organization,"Benton Community School District, IA, USA",IN,NA,No Tier,Program,Education,http://www.benton.k12.ia.us/,,-92.0665197,41.980437
154,154,Cooperative Research Network,,IN,NA,Second Tier,CBN,Research,,,NA,NA
155,155,Federated Insurance,"121 E Park Square, Owatonna, MN 55060, USA",IN,55060,No Tier,Other,Insurance,https://www.federatedinsurance.com/home,,-93.2238794,44.0844619
156,156,North Newton School Corporation,"North Newton School Corporation, IN, USA",IN,NA,No Tier,Other,Education,https://www.nn.k12.in.us,,-87.4207518,41.0509537
157,157,South Newton School Corporation,"13102 S 50 E, Kentland, IN 47951, USA",IN,47951,No Tier,Other,Education,https://www.newton.k12.in.us/,,-87.3842794,40.8073855
158,158,Community Solar,"100 Matsonford Rd #300, Radnor, PA 19087, USA",IN,47955,No Tier,Program,Solar,https://www.tipmont.org/solar/about-community-solar,,-75.356787,40.049676
159,159,Wintek Corportation,"427 N 6th St C, Lafayette, IN 47901, USA",IN,47901,No Tier,Vendor,Internet Sercive,https://www.wintek.com/,,-86.890366,40.4214738
160,160,Hoosier Energy Generation and Transmission,"6825 Blackburn Rd, Petersburg, IN 47567, USA",IN,47567,Second Tier,CBN,G&T,https://hoosierenergy.com/,,-87.2670099,38.5200246
161,161,Indiana Office of Utility Consumer Counselor,"115 W Washington St #1500S, Indianapolis, IN 46204, USA",IN,46204,No Tier,Other,State Regulation,https://www.in.gov/oucc/,,-86.160437,39.7675601
162,162,Parke County Chamber of Commerce,"128 W Ohio St, Rockville, IN 47872, USA",IN,47872,No Tier,Other,Business Association,http://www.parkecountychamber.com/,,-87.2287871,39.7628239
163,163,Greater Greencastle Chamber of Commerce,"2 S Jackson St, Greencastle, IN 46135, USA",IN,46135,No Tier,Other,Business Association,http://www.gogreencastle.com/,,-86.8656406,39.6438864
164,164,Community Action Program of Western Indiana,"418 Washington St, Covington, IN 47932, USA",IN,47932,No Tier,Program,Financal Assistance,http://www.incap.org/energyinfo.html,,-87.395794,40.137663
165,165,Child Adult Resource Services,"201 Dormeyer Ave, Rockville, IN 47872, USA",IN,47872,No Tier,Program,Education,http://www.cars-services.org/,,-87.215284,39.763638
166,166,American Cancer Society,"2222 Cottondale Ln Ste 310, Little Rock, AR 72202, USA",IN,72202,No Tier,Vendor,American Cancer Society,https://www.cancer.org/,,-92.2984205,34.7595105
167,167,March of Dimes,"325 Crossways Park Dr, Woodbury, NY 11797, USA",NY,11797,No Tier,Vendor,March of Dimes,https://www.marchofdimes.org/,,-73.4829059,40.8070112
168,168,Junior Achievement Program,"1 Education Way, Colorado Springs, CO 80906, USA",IN,80906,No Tier,Program,Youth Development,https://www.juniorachievement.org/web/ja-usa/home,,-104.821372,38.783289
169,169,4-H Program,"201 Umberger Hall, 1612 Claflin Rd, Manhattan, KS 66506, USA",IN,66506,No Tier,Program,Youth Development,https://extension.purdue.edu/4h/Pages/default.aspx,,-96.5820569,39.1943815
170,170,My Solar,"525 S Hewitt St, Los Angeles, CA 90013, USA",IN,90013,No Tier,Program,Solar,https://hoosierenergy.com/my-solar-win/,,-118.2349944,34.040777
171,171,Habitat for Hummanity Restore,"601 N West St, Wichita, KS 67203, USA",IN,67203,No Tier,Vendor,Appliance Recycling,http://www.sinpwr.com/content/appliance-recycling-Program,,-97.3901688,37.6927476
172,172,Perry County Chamber of Commerce,"9 W Main St, New Bloomfield, PA 17068, USA",IN,17068,No Tier,Other,Business Association,https://www.pickperry.com/,,-77.1874725,40.4194051
173,173,Perry County Economic Development Corporation,"112 N Jackson St #5, Perryville, MO 63775, USA",IN,63775,No Tier,Other,Economic Development,https://www.pickperry.com/,,-89.8626649,37.7247401
174,174,Spencer County Chamber of Commerce,"2792 N, US-231, Rockport, IN 47635, USA",IN,47635,No Tier,Other,Business Association,http://spencercountychamber.org/,,-87.0419718,37.9273961
175,175,Lincolnland Economic Development Corporation,"2792 US-231, Rockport, IN 47635, USA",IN,47635,No Tier,Other,Economic Development,http://www.ledc.org/,,-87.0426219,37.9275192
176,176,Page Day,"961 N, US-89, Page, AZ 86040, USA",IN,86040,No Tier,Program,Youth Development,https://www.indianaec.org/Program/youth/page-day/,,-111.484727,36.90273
177,177,Idiana Office of Energy Development,"1 North Capitol, Suite 900, Indianapolis, IN 46204, USA",IN,NA,No Tier,Other,State Support,https://www.in.gov/oed/,,-86.1349019,40.2671941
178,178,U.S. Energy Information Administration,"1000 Independence Ave SW, Washington, DC 20585, USA",IN,20585,No Tier,Other,Federal Support,https://www.eia.gov/,,-77.0259506,38.8870844
179,179,Indiana Utility Regulatory Commission,"101 W Washington St #1500E, Indianapolis, IN 46204, USA",IN,46204,No Tier,Other,State Regulation,https://www.in.gov/iurc/,,-86.1610613,39.7665644
180,180,Energy Star,"1019 19th St NW, Washington, DC 20036, USA",DC,20036,No Tier,Other,Federal Regulation,https://www.energystar.gov/,,-77.0432411,38.9030667
181,181,Team Up,"404 Wilmont Dr D, Waukesha, WI 53189, USA",IN,53189,No Tier,Program,Energy Savings,https://teamuptosave.com/,,-88.234276,42.9743006
182,182,Shedding Light on Hunger,NA,IN,NA,No Tier,Program,Food Bank,https://www.wwvremc.com/content/shedding-light-hunger-Program,swap LED lights for non-perishable food for food banks,NA,NA
183,183,Ohio Cooperative Living,"6677 Busch Blvd, Columbus, OH 43229, USA",OH,433229,No Tier,Other,Press,https://ohioec.org/ohio-cooperative-living/,,-82.907123,40.4172871
184,184,Ohio Electric Cooperatives,"6677 Busch Blvd, Columbus, OH 43229, USA",OH,43229,Fourth Tier,Association,State,https://ohioec.org/,,-82.9942982,40.1012987
185,185,Buckeye Power,"6677 Busch Blvd, Columbus, OH 43229, USA",OH,43229,Second Tier,CBN,G&T,https://ohioec.org/buckeye-power/,,-82.9942982,40.1012987
186,186,Arkansas Valley Electric Cooperative,"1811 W Commercial St, Ozark, AR 72949, USA",AR,72949,First Tier,Distribution,NA,http://www.avecc.com/,,-93.8442928,35.4887736
187,187,Ashley-Chicot Cooperative,"307 E Jefferson St, Hamburg, AR 71646, USA",AR,71646,First Tier,Distribution,NA,https://ashley-chicot.com/,,-91.7952542,33.2271945
188,188,C&L Electric Cooperative,"900 Church St, Star City, AR 71667, USA",AR,71667,First Tier,Distribution,NA,https://www.clelectric.com/,,-91.8540872,33.9530869
189,189,Carroll Electric Cooperative,"707 SE Walton Blvd, Bentonville, AR 72712, USA",AR,72712,First Tier,Distribution,NA,https://www.carrollecc.com/,,-94.202757,36.3368027
190,190,Clay County Electric Cooperative,"3111 US-67, Corning, AR 72422, USA",AR,72422,First Tier,Distribution,NA,http://www.claycountyelectric.com/,,-90.6414258,36.4117983
191,191,Craighead Electric Cooperative,"7277 AR-69, Paragould, AR 72450, USA",AR,72450,First Tier,Distribution,NA,https://www.craigheadelectric.coop/,,-90.536454,35.986805
192,192,Farmers Electric Cooperative,"2000 I-30, Greenville, TX 75402, USA",AR,75402,First Tier,Distribution,NA,https://www.farmerselectric.coop/,,-96.0609803,33.1348332
193,193,First Electric Cooperative,"1000 S J P Wright Loop Rd, Jacksonville, AR 72076, USA",AR,72076,First Tier,Distribution,NA,https://www.firstelectric.coop/,,-92.0871282,34.8576355
194,194,Mississippi County Electric Cooperative,"510 N Broadway St, Blytheville, AR 72315, USA",AR,72315,First Tier,Distribution,NA,http://www.mceci.com/,,-89.906501,35.931548
195,195,North Arkansas Electric Cooperative,"824 AR-56, Ash Flat, AR 72513, USA",AR,72513,First Tier,Distribution,NA,https://www.naeci.com/,,-91.611709,36.214456
196,196,Ouachita Electric Cooperative,"700 Bradley Ferry Rd, Camden, AR 71701, USA",AR,71701,First Tier,Distribution,NA,https://www.oecc.com/,,-92.8131966,33.5738882
197,197,Ozarks Electric Cooperative,"3641 W Wedington Dr, Fayetteville, AR 72704, USA",AR,72704,First Tier,Distribution,NA,https://www.ozarksecc.com/,,-94.2124637,36.0779525
198,198,Petit Jean Electric Cooperative,"270 Quality Dr, Clinton, AR 72031, USA",AR,72031,First Tier,Distribution,NA,http://www.pjecc.com/,,-92.456005,35.57052
199,199,Rich Mountain Electric Cooperative,"515 Janssen Ave, Mena, AR 71953, USA",AR,71953,First Tier,Distribution,NA,http://www.rmec.com/,,-94.237211,34.584
200,200,South Central Arkansas Electric Cooperative,"4818 Hwy 8 West, Arkadelphia, AR 71923, USA",AR,71923,First Tier,Distribution,NA,https://www.scaec.com/,,-93.133502,34.126743
201,201,Southwest Arkansas Electric Cooperative,"2904 E 9th St, Texarkana, AR 71854, USA",AR,71854,First Tier,Distribution,NA,http://www.swrea.com/,,-94.0118307,33.4299286
202,202,Woodruff Electric Cooperative,"3201 Highway 1 North, Forrest City, AR 72335, USA",AR,72335,First Tier,Distribution,NA,http://www.woodruffelectric.coop/,,-90.818158,35.039087
203,203,Cooperative Finance Corporation,"20701 Cooperative Way, Sterling, VA 20166, USA",VA,20166,Co-op Finance,NA,NA,NA,,-77.4267655,39.0415808
204,204,National Rural Telecommunications Cooperative,"2121 Cooperative Way, Herndon, VA 20171, USA",VA,20171,Technology,NA,NA,NA,,-77.4007126,38.9541839
205,205,National Renewables Cooperative Association,"4140 W 99th St, Carmel, IN 46032, USA",IN,46032,National Co-op Association,NA,NA,NA,,-86.2360032,39.9310015
206,206,Electric Cooperatives Federal Credit Union,"1 81st St, Little Rock, AR 72219, USA",AR,72219,Co-op Finance,NA,NA,NA,,-92.3224602,34.6775461
207,207,Arkansas Advanced Energy Association,"219 S Victory St, Little Rock, AR 72201, USA",AR,72201,Statewide Association,NA,NA,NA,,-92.285814,34.7483865
208,208,Smart Electric Power Alliance,"1220 19th St NW #800, Washington, DC 20036, USA",DC,20036,National Association,NA,NA,NA,,-77.043873,38.906625
209,209,Association of Edison Illuminating Companies,"11517 Fruitland Ct, Cleveland, OH 44102, USA",OH,44102,National Association,NA,NA,NA,,-81.7666898,41.4849435
210,210,Electric Power Research Institute,"3420 Hillview Ave, Palo Alto, CA 94304, USA",CA,94304,Research,NA,NA,NA,,-122.1466623,37.3964567
211,211,Arkansas State Chamber of Commerce,"1200 W Capitol Ave, Little Rock, AR 72201, USA",AR,72201,Business,NA,NA,NA,,-92.284345,34.7465589
212,212,Little Rock Chamber of Commerce,"200 E Markham St, Little Rock, AR 72201, USA",AR,72201,Business,NA,NA,NA,,-92.2687491,34.748131
213,213,Electric Research and Manufacturing Cooperative,"1625 Sylvan Rd, Dyersburg, TN 38024, USA",TN,38024,Manufacturing,NA,NA,NA,,-89.343611,36.052886
214,214,Arkansas Electric Cooperative Corporation,"1 81st St, Little Rock, AR 72209, USA",AR,72209,Statewide Association,NA,NA,NA,,-92.3224342,34.6777698
215,215,Arkansas Electric Cooperative Incorporated,"1 81st St, Little Rock, AR 72209, USA",AR,72209,Sales,NA,NA,NA,,-92.3224342,34.6777698
216,216,GridBridge,"130 Penmarc Dr, Raleigh, NC 27603, USA",NC,27603,Manufacturing,NA,NA,NA,,-78.6455055,35.7574711
217,217,Today's Power,"8110 Scott Hamilton Dr, Little Rock, AR 72209, USA",AR,72209,Solar,NA,NA,NA,,-92.319525,34.6751651
218,218,Roundup for Change,"P.O. Box 47, Ozark, AR 72949, USA",AR,72949,Community Development,NA,NA,NA,** has same value as in SC,NA,NA
219,219,Arkansas Living,"P.O. Box 510, Little Rock, AR 72203, USA",AR,72203,State Magazine,NA,NA,NA,,NA,NA
220,220,Arkansas FIRST,NA,AR,NA,Robotics Funding for STEM Education,NA,NA,NA,,NA,NA
221,221,High Voltage Lineman Technology Program,"7648 Victory Blvd, Newport, AR 72112, USA",AR,72112,Development,NA,NA,NA,partnership with ASUN,NA,NA
222,222,SeaPerch Underwater Robotics Program,,NA,NA,Development,NA,NA,NA,,NA,NA
223,223,Arkansas Economic Development Commission,"900 West Capitol Avenue, Suite 400, Little Rock, AR 72201, USA",AR,72201,Development,NA,NA,NA,,NA,NA
224,224,Co-op Connections,"4301 Wilson Blvd, Arlington, VA 22203, USA",VA,22203,Development,NA,NA,NA,,NA,NA
225,225,Co-op Cares,"7277 AR-69, Paragould, AR 72450, USA",AR,72450,,,,https://www.craigheadelectric.coop/co-op-cares,,,
226,226,Nest Program,"2000 I-30, Greenville, TX 75402, USA",AR,75402,,,,https://www.farmerselectric.coop/green-energy/nest-rush-hour-rewards-program.php,,,
227,227,Co-ops Vote,NA,,,,,,https://www.vote.coop/,,,
228,228,HELP PAYS,"700 Bradley Ferry Rd, Camden, AR 71701, USA",AR,71701,,,,https://www.oecc.com/help,investment program for energy efficiency upgrades,,
229,229,Together We Learn,,,,,,,https://www.togetherwelearn.coop/learn,"teaches kids about coops, renewable enegy, and safety",,
230,*********,Ozarks Natural Energy,Springsdale,AR,,,,,https://www.ozarksecc.com/one,,,
231,231,Ozarks Cares,,,,,,,https://www.ozarksecc.com/ozarks-cares,building and maintaining community,,
232,232,Green Power,,,,,,,http://www.swrea.com/Home/Content/16?sb=2,,,
